2022-11-19,GE-15,Perlis,P.001 Padang Besar,1,QC1ZR,Rushdan Bin Rusmi,Rushdan bin Rusmi,M,Bumi Sarawak,44,PN,004-PAS,PAS,11,PN,24267,53.583730789613135,1,won
2022-11-19,GE-15,Perlis,P.001 Padang Besar,2,16NGV,Ko Chu Liang,Ko Chu Liang,M,Chinese,72,WARISAN,104-WARISAN,WARISAN,0,ALONE,244,0.5387740681858328,5,lost_deposit
2022-11-19,GE-15,Perlis,P.001 Padang Besar,3,CMH35,Zahidi Bin Zainul Abidin,Zahidi bin Zainul Abidin,M,Malay,61,BEBAS,000-BEBAS,BEBAS,0,ALONE,1939,4.281487369722664,4,lost_deposit
2022-11-19,GE-15,Perlis,P.001 Padang Besar,4,TSR21,Zahida Binti Zarik Khan,Zahida binti Zarik Khan,F,Malay,43,BN,001-UMNO,UMNO,3,BN,11753,25.95168698109875,2,lost
2022-11-19,GE-15,Perlis,P.001 Padang Besar,5,Y7E4A,Kapt (B) Hj Mohamad Yahaya,Mohamad bin Saad @ Yahaya,M,Malay,58,PH,046-AMANAH,AMANAH,8,PH,7085,15.644320791379615,3,lost
2022-11-19,GE-15,Perlis,P.002 Kangar,1,1N46K,Cikgu Zakri,Zakri Hassan,M,Malay,58,PN,107-BERSATU,BERSATU,11,PN,24562,43.704626334519574,1,won
2022-11-19,GE-15,Perlis,P.002 Kangar,2,FB661,Dr Fathul Bari,Fathul Bari bin Mat Jahya,M,Malay,42,BN,001-UMNO,UMNO,3,BN,15370,27.348754448398576,2,lost
2022-11-19,GE-15,Perlis,P.002 Kangar,3,52T8W,Prof. Dr. Rohimi Shapiee,Rohimi bin Shapiee,M,Malay,60,WARISAN,104-WARISAN,WARISAN,0,ALONE,417,0.7419928825622776,5,lost_deposit
2022-11-19,GE-15,Perlis,P.002 Kangar,4,TS1RB,Amin Ahmad,Noor Amin bin Ahmad,M,Malay,40,PH,078-PKR,PKR,8,PH,15143,26.94483985765125,3,lost
2022-11-19,GE-15,Perlis,P.002 Kangar,5,8GGB5,Ustaz Nur Sulaiman,Nur Sulaiman,M,Malay,34,PEJUANG,119-PEJUANG,PEJUANG,12,GTA,708,1.2597864768683273,4,lost_deposit
2022-11-19,GE-15,Perlis,P.003 Arau,1,BY6DE,Fathin Amelina,Fathin Amelina binti Fazlie,F,Malay,28,PH,078-PKR,PKR,8,PH,7089,15.150997029216267,3,lost
2022-11-19,GE-15,Perlis,P.003 Arau,2,EJDED,Shahidan Bin Kassim,Shahidan bin Kassim,M,Malay,71,PN,004-PAS,PAS,11,PN,31458,67.23375152279381,1,won
